Age,Predictions
10-19/0925_2003_14_00000016_F.png,10-19
10-19/0925_2003_14_00000017_F.png,10-19
10-19/0925_2003_14_00000018_F.png,20-25
10-19/0925_2003_15_00000019_F.png,10-19
10-19/0925_2003_15_00000020_F.png,10-19
10-19/0925_2003_15_00000021_F.png,10-19
10-19/0925_2003_16_00000022_F.png,10-19
10-19/0925_2003_16_00000023_F.png,10-19
10-19/0925_2003_17_00000024_F.png,10-19
10-19/0925_2003_17_00000025_F.png,10-19
10-19/0925_2003_18_00000026_F.png,10-19
10-19/0925_2003_19_00000027_F.png,50+
10-19/0926_1974_13_00000018_F.png,10-19
10-19/0926_1974_15_00000019_F.png,10-19
10-19/0926_1974_15_00000020_F.png,10-19
10-19/0926_1974_19_00000021_F.png,10-19
10-19/0927_1989_11_00000017_F.png,10-19
10-19/0927_1989_11_00000018_F.png,10-19
10-19/0927_1989_12_00000019_F.png,10-19
10-19/0927_1989_12_00000020_F.png,10-19
10-19/0927_1989_12_00000021_F.png,10-19
10-19/0927_1989_12_00000022_F.png,10-19
10-19/0927_1989_13_00000023_F.png,10-19
10-19/0927_1989_14_00000025_F.png,10-19
10-19/0927_1989_14_00000026_F.png,10-19
10-19/0927_1989_15_00000027_F.png,10-19
10-19/0927_1989_15_00000030_F.png,10-19
10-19/0927_1989_15_00000031_F.png,10-19
10-19/0927_1989_16_00000034_F.png,10-19
10-19/0927_1989_16_00000036_F.png,10-19
10-19/0927_1989_17_00000040_F.png,10-19
10-19/0927_1989_17_00000042_F.png,10-19
10-19/0927_1989_18_00000043_F.png,10-19
10-19/0927_1989_18_00000044_F.png,0-9
10-19/0927_1989_18_00000045_F.png,20-25
10-19/0927_1989_18_00000046_F.png,10-19
10-19/0927_1989_19_00000047_F.png,10-19
10-19/0927_1989_19_00000049_F.png,10-19
10-19/0928_1981_10_00000032_F.png,10-19
10-19/0928_1981_11_00000033_F.png,0-9
10-19/0928_1981_13_00000034_F.png,10-19
10-19/0928_1981_14_00000035_F.png,10-19
10-19/0928_1981_15_00000036_F.png,10-19
10-19/0928_1981_16_00000037_F.png,10-19
10-19/0928_1981_16_00000038_F.png,10-19
10-19/0928_1981_18_00000039_F.png,10-19
10-19/0928_1981_19_00000040_F.png,10-19
10-19/0929_2003_10_00000009_D.png,10-19
10-19/0929_2003_10_00000010_D.png,10-19
10-19/0929_2003_10_00000011_D.png,10-19
10-19/0929_2003_10_00000012_D.png,10-19
10-19/0929_2003_11_00000013_D.png,10-19
10-19/0929_2003_11_00000014_D.png,10-19
10-19/0929_2003_11_00000015_D.png,10-19
10-19/0929_2003_11_00000016_D.png,10-19
10-19/0929_2003_12_00000017_D.png,50+
10-19/0929_2003_12_00000018_D.png,10-19
10-19/0929_2003_12_00000019_D.png,10-19
10-19/0929_2003_12_00000020_D.png,10-19
10-19/0929_2003_13_00000021_D.png,10-19
10-19/0929_2003_15_00000022_D.png,20-25
10-19/0929_2003_16_00000023_D.png,20-25
10-19/0929_2003_16_00000024_D.png,50+
10-19/0929_2003_16_00000025_D.png,10-19
10-19/0929_2003_17_00000026_D.png,20-25
10-19/0929_2003_17_00000027_D.png,20-25
10-19/0929_2003_17_00000028_D.png,20-25
10-19/0929_2003_17_00000029_D.png,20-25
10-19/0929_2003_17_00000030_D.png,20-25
10-19/0929_2003_18_00000031_D.png,20-25
10-19/0929_2003_18_00000032_D.png,10-19
10-19/0929_2003_19_00000033_D.png,30-35
10-19/0929_2003_19_00000034_D.png,20-25
10-19/0929_2003_19_00000035_D.png,50+
10-19/0929_2003_19_00000036_D.png,10-19
10-19/0929_2003_19_00000037_D.png,20-25
10-19/0929_2003_19_00000038_D.png,10-19
10-19/0929_2003_19_00000039_D.png,20-25
10-19/0930_1982_10_00000023_F.png,10-19
10-19/0930_1982_12_00000024_F.png,10-19
10-19/0930_1982_13_00000025_F.png,10-19
10-19/0930_1982_14_00000026_F.png,10-19
10-19/0930_1982_14_00000027_F.png,10-19
10-19/0930_1982_15_00000028_F.png,10-19
10-19/0930_1982_18_00000029_F.png,0-9
10-19/0930_1982_18_00000030_F.png,10-19
10-19/0930_1982_19_00000031_F.png,10-19
10-19/0931_1994_10_00000031_F.png,10-19
10-19/0931_1994_10_00000032_F.png,0-9
10-19/0931_1994_10_00000033_F.png,0-9
10-19/0931_1994_11_00000034_F.png,0-9
10-19/0931_1994_11_00000035_F.png,0-9
10-19/0931_1994_12_00000036_F.png,0-9
10-19/0931_1994_13_00000037_F.png,10-19
10-19/0931_1994_16_00000038_F.png,10-19
10-19/0931_1994_19_00000039_F.png,10-19
10-19/0931_1994_19_00000040_F.png,10-19
10-19/0931_1994_19_00000041_F.png,10-19
10-19/0932_1988_10_00000027_F.png,10-19
10-19/0932_1988_12_00000028_F.png,30-35
10-19/0932_1988_12_00000029_F.png,10-19
10-19/0932_1988_12_00000030_F.png,10-19
10-19/0932_1988_12_00000031_F.png,10-19
10-19/0932_1988_13_00000032_F.png,10-19
10-19/0932_1988_13_00000033_F.png,10-19
10-19/0932_1988_14_00000034_F.png,10-19
10-19/0932_1988_15_00000035_F.png,30-35
10-19/0932_1988_15_00000036_F.png,20-25
10-19/0932_1988_16_00000002_D.png,10-19
10-19/0932_1988_16_00000037_F.png,10-19
10-19/0932_1988_17_00000003_D.png,10-19
10-19/0932_1988_18_00000005_D.png,10-19
10-19/0932_1988_18_00000038_F.png,10-19
10-19/0932_1988_19_00000006_D.png,10-19
10-19/0932_1988_19_00000007_D.png,20-25
10-19/0932_1988_19_00000039_F.png,40-49
10-19/0932_1988_19_00000040_F.png,10-19
10-19/0932_1988_19_00000041_F.png,10-19
10-19/0933_1984_10_00000025_F.png,10-19
10-19/0933_1984_10_00000026_F.png,10-19
10-19/0933_1984_11_00000027_F.png,10-19
10-19/0933_1984_13_00000028_F.png,10-19
10-19/0933_1984_13_00000029_F.png,10-19
10-19/0933_1984_14_00000030_F.png,20-25
10-19/0933_1984_15_00000031_F.png,10-19
10-19/0933_1984_15_00000032_F.png,10-19
10-19/0933_1984_16_00000033_F.png,10-19
10-19/0933_1984_16_00000034_F.png,10-19
10-19/0933_1984_17_00000035_F.png,10-19
10-19/0933_1984_18_00000036_F.png,10-19
10-19/0933_1984_19_00000037_F.png,10-19
10-19/0934_1960_10_00000028_F.png,10-19
10-19/0934_1960_12_00000029_F.png,10-19
10-19/0934_1960_13_00000030_F.png,10-19
10-19/0934_1960_15_00000031_F.png,10-19
10-19/0934_1960_16_00000032_F.png,10-19
10-19/0934_1960_17_00000033_F.png,50+
10-19/0935_1954_16_00000024_F.png,10-19
10-19/0935_1954_16_00000025_F.png,20-25
10-19/0935_1954_17_00000026_F.png,10-19
10-19/0935_1954_19_00000027_F.png,0-9
10-19/0935_1954_19_00000028_F.png,10-19
10-19/0937_1999_16_00000032_F.png,10-19
10-19/0937_1999_16_00000033_F.png,10-19
10-19/0937_1999_16_00000034_F.png,20-25
10-19/0937_1999_17_00000001_D.png,10-19
10-19/0937_1999_17_00000002_D.png,30-35
10-19/0937_1999_17_00000003_D.png,20-25
10-19/0937_1999_18_00000004_D.png,10-19
10-19/0937_1999_19_00000005_D.png,20-25
10-19/0938_1980_10_00000031_F.png,10-19
10-19/0938_1980_10_00000032_F.png,0-9
10-19/0938_1980_11_00000033_F.png,10-19
10-19/0938_1980_11_00000034_F.png,10-19
10-19/0938_1980_11_00000035_F.png,0-9
10-19/0938_1980_12_00000036_F.png,10-19
10-19/0938_1980_12_00000037_F.png,10-19
10-19/0938_1980_13_00000038_F.png,10-19
10-19/0938_1980_13_00000039_F.png,10-19
10-19/0938_1980_14_00000040_F.png,10-19
10-19/0938_1980_15_00000041_F.png,10-19
10-19/0938_1980_16_00000042_F.png,10-19
10-19/0938_1980_17_00000043_F.png,10-19
10-19/0939_1974_13_00000016_F.png,10-19
10-19/0939_1974_16_00000017_F.png,10-19
10-19/0939_1974_16_00000018_F.png,10-19
10-19/0939_1974_17_00000019_F.png,10-19
10-19/0939_1974_17_00000020_F.png,10-19
10-19/0939_1974_17_00000021_F.png,10-19
10-19/0939_1974_18_00000022_F.png,10-19
10-19/0939_1974_18_00000023_F.png,10-19
10-19/0939_1974_18_00000024_F.png,10-19
10-19/0939_1974_19_00000025_F.png,10-19
10-19/0939_1974_19_00000026_F.png,10-19
10-19/0939_1974_19_00000027_F.png,10-19
10-19/0939_1974_19_00000028_F.png,10-19
10-19/0940_1979_10_00000029_F.png,10-19
10-19/0940_1979_10_00000030_F.png,10-19
10-19/0940_1979_11_00000031_F.png,10-19
10-19/0940_1979_11_00000032_F.png,10-19
10-19/0940_1979_11_00000033_F.png,10-19
10-19/0940_1979_13_00000034_F.png,10-19
10-19/0940_1979_13_00000035_F.png,10-19
10-19/0940_1979_15_00000036_F.png,10-19
10-19/0940_1979_17_00000037_F.png,10-19
10-19/0940_1979_18_00000038_F.png,10-19
10-19/0940_1979_19_00000039_F.png,10-19
10-19/0940_1979_19_00000040_F.png,50+
10-19/0941_1995_11_00000036_F.png,0-9
10-19/0941_1995_12_00000037_F.png,10-19
10-19/0941_1995_12_00000038_F.png,10-19
10-19/0941_1995_12_00000039_F.png,0-9
10-19/0941_1995_12_00000040_F.png,10-19
10-19/0941_1995_13_00000001_D.png,20-25
10-19/0941_1995_16_00000002_D.png,10-19
10-19/0941_1995_16_00000003_D.png,10-19
10-19/0941_1995_16_00000004_D.png,40-49
10-19/0941_1995_18_00000005_D.png,10-19
10-19/0941_1995_18_00000006_D.png,20-25
10-19/0941_1995_18_00000007_D.png,10-19
10-19/0941_1995_19_00000008_D.png,50+
10-19/0941_1995_19_00000009_D.png,20-25
10-19/0942_1984_10_00000022_F.png,10-19
10-19/0942_1984_11_00000023_F.png,10-19
10-19/0942_1984_12_00000024_F.png,10-19
10-19/0942_1984_14_00000025_F.png,10-19
10-19/0942_1984_14_00000026_F.png,10-19
10-19/0942_1984_15_00000027_F.png,10-19
10-19/0942_1984_15_00000028_F.png,20-25
10-19/0942_1984_16_00000029_F.png,10-19
10-19/0942_1984_16_00000030_F.png,10-19
10-19/0942_1984_17_00000031_F.png,10-19
10-19/0942_1984_17_00000032_F.png,10-19
10-19/0942_1984_18_00000033_F.png,10-19
10-19/0942_1984_19_00000034_F.png,10-19
10-19/0943_1965_16_00000035_F.png,10-19
10-19/0943_1965_17_00000036_F.png,10-19
10-19/0943_1965_19_00000037_F.png,10-19
10-19/0944_1971_11_00000035_F.png,0-9
10-19/0944_1971_13_00000036_F.png,10-19
10-19/0944_1971_17_00000037_F.png,10-19
10-19/0944_1971_19_00000038_F.png,10-19
10-19/0945_1995_10_00000023_F.png,10-19
10-19/0945_1995_10_00000024_F.png,0-9
10-19/0945_1995_10_00000025_F.png,0-9
10-19/0945_1995_11_00000026_F.png,10-19
10-19/0945_1995_11_00000027_F.png,10-19
10-19/0945_1995_11_00000028_F.png,0-9
10-19/0945_1995_12_00000029_F.png,10-19
10-19/0945_1995_12_00000030_F.png,10-19
10-19/0945_1995_12_00000031_F.png,0-9
10-19/0945_1995_12_00000032_F.png,0-9
10-19/0945_1995_12_00000033_F.png,0-9
10-19/0945_1995_13_00000034_F.png,0-9
10-19/0945_1995_16_00000035_F.png,10-19
10-19/0945_1995_19_00000001_D.png,10-19
10-19/0945_1995_19_00000036_F.png,10-19
10-19/0946_1973_11_00000024_F.png,0-9
10-19/0946_1973_11_00000025_F.png,0-9
10-19/0946_1973_14_00000026_F.png,10-19
10-19/0946_1973_14_00000027_F.png,10-19
10-19/0946_1973_15_00000028_F.png,10-19
10-19/0946_1973_15_00000029_F.png,10-19
10-19/0946_1973_16_00000030_F.png,10-19
10-19/0946_1973_16_00000031_F.png,10-19
10-19/0946_1973_16_00000032_F.png,10-19
10-19/0946_1973_17_00000033_F.png,10-19
10-19/0946_1973_17_00000034_F.png,20-25
10-19/0946_1973_18_00000035_F.png,10-19
10-19/0946_1973_19_00000036_F.png,10-19
10-19/0946_1973_19_00000037_F.png,10-19
10-19/0947_1983_10_00000021_F.png,10-19
10-19/0947_1983_10_00000022_F.png,10-19
10-19/0947_1983_13_00000023_F.png,10-19
10-19/0947_1983_13_00000024_F.png,10-19
10-19/0947_1983_14_00000025_F.png,10-19
10-19/0947_1983_14_00000026_F.png,10-19
10-19/0947_1983_15_00000027_F.png,10-19
10-19/0947_1983_16_00000028_F.png,10-19
10-19/0947_1983_17_00000029_F.png,10-19
10-19/0947_1983_18_00000030_F.png,10-19
10-19/0947_1983_19_00000031_F.png,20-25
10-19/0948_2000_10_00000033_F.png,10-19
10-19/0948_2000_11_00000034_F.png,10-19
10-19/0948_2000_12_00000001_D.png,50+
10-19/0948_2000_12_00000035_F.png,10-19
10-19/0948_2000_12_00000036_F.png,10-19
10-19/0948_2000_13_00000002_D.png,10-19
10-19/0948_2000_13_00000003_D.png,10-19
10-19/0948_2000_13_00000004_D.png,10-19
10-19/0948_2000_13_00000005_D.png,10-19
10-19/0948_2000_14_00000006_D.png,10-19
10-19/0948_2000_14_00000037_F.png,10-19
10-19/0948_2000_15_00000007_D.png,10-19
10-19/0948_2000_16_00000008_D.png,20-25
10-19/0948_2000_16_00000009_D.png,10-19
10-19/0948_2000_17_00000010_D.png,20-25
10-19/0948_2000_18_00000011_D.png,10-19
10-19/0948_2000_18_00000012_D.png,20-25
10-19/0948_2000_18_00000013_D.png,20-25
10-19/0948_2000_19_00000014_D.png,20-25
10-19/0948_2000_19_00000015_D.png,10-19
10-19/0948_2000_19_00000016_D.png,10-19
10-19/0948_2000_19_00000017_D.png,20-25
10-19/0948_2000_19_00000038_F.png,20-25
10-19/0948_2000_19_00000039_F.png,20-25
10-19/0949_1998_10_00000028_F.png,10-19
10-19/0949_1998_12_00000029_F.png,0-9
10-19/0949_1998_13_00000030_F.png,10-19
10-19/0949_1998_14_00000031_F.png,10-19
10-19/0949_1998_16_00000032_F.png,10-19
10-19/0949_1998_18_00000001_D.png,10-19
10-19/0949_1998_18_00000002_D.png,20-25
10-19/0949_1998_18_00000033_F.png,10-19
10-19/0949_1998_19_00000003_D.png,10-19
10-19/0949_1998_19_00000004_D.png,10-19
10-19/0949_1998_19_00000034_F.png,10-19
10-19/0950_1996_10_00000006_F.png,0-9
10-19/0950_1996_11_00000007_F.png,0-9
10-19/0950_1996_12_00000008_F.png,10-19
10-19/0950_1996_13_00000009_F.png,0-9
10-19/0950_1996_13_00000010_F.png,0-9
10-19/0950_1996_13_00000011_F.png,10-19
10-19/0950_1996_14_00000012_F.png,10-19
10-19/0950_1996_14_00000013_F.png,10-19
10-19/0950_1996_15_00000014_F.png,10-19
10-19/0950_1996_15_00000015_F.png,10-19
10-19/0950_1996_15_00000016_F.png,10-19
10-19/0950_1996_16_00000017_F.png,10-19
10-19/0950_1996_16_00000018_F.png,10-19
10-19/0950_1996_16_00000019_F.png,10-19
10-19/0950_1996_17_00000020_F.png,10-19
10-19/0950_1996_19_00000021_F.png,10-19
10-19/0950_1996_19_00000022_F.png,10-19
10-19/0951_1986_10_00000021_F.png,10-19
10-19/0951_1986_10_00000022_F.png,10-19
10-19/0951_1986_10_00000023_F.png,10-19
10-19/0951_1986_11_00000024_F.png,10-19
10-19/0951_1986_11_00000025_F.png,0-9
10-19/0951_1986_11_00000026_F.png,10-19
10-19/0951_1986_12_00000027_F.png,10-19
10-19/0951_1986_12_00000028_F.png,10-19
10-19/0951_1986_12_00000029_F.png,10-19
10-19/0951_1986_13_00000030_F.png,10-19
10-19/0951_1986_13_00000031_F.png,10-19
10-19/0951_1986_14_00000032_F.png,10-19
10-19/0951_1986_14_00000033_F.png,0-9
10-19/0951_1986_16_00000034_F.png,10-19
10-19/0951_1986_17_00000035_F.png,20-25
10-19/0951_1986_18_00000036_F.png,10-19
10-19/0951_1986_19_00000037_F.png,10-19
10-19/0952_1980_10_00000033_F.png,0-9
10-19/0952_1980_11_00000034_F.png,0-9
10-19/0952_1980_12_00000035_F.png,10-19
10-19/0952_1980_13_00000036_F.png,0-9
10-19/0952_1980_13_00000037_F.png,10-19
10-19/0952_1980_13_00000038_F.png,0-9
10-19/0952_1980_15_00000039_F.png,20-25
10-19/0952_1980_17_00000040_F.png,40-49
10-19/0952_1980_18_00000041_F.png,10-19
10-19/0952_1980_19_00000042_F.png,10-19
10-19/0953_1977_10_00000030_F.png,10-19
10-19/0953_1977_11_00000031_F.png,10-19
10-19/0953_1977_15_00000032_F.png,50+
10-19/0953_1977_15_00000033_F.png,10-19
10-19/0953_1977_17_00000034_F.png,10-19
10-19/0953_1977_18_00000035_F.png,10-19
10-19/0953_1977_19_00000036_F.png,10-19
10-19/0954_1972_14_00000021_F.png,10-19
10-19/0954_1972_14_00000022_F.png,20-25
10-19/0954_1972_14_00000023_F.png,10-19
10-19/0954_1972_15_00000024_F.png,10-19
10-19/0954_1972_15_00000025_F.png,10-19
10-19/0954_1972_17_00000026_F.png,10-19
10-19/0954_1972_18_00000027_F.png,10-19
10-19/0954_1972_19_00000028_F.png,20-25
10-19/0954_1972_19_00000029_F.png,20-25
10-19/0955_1980_10_00000028_F.png,10-19
10-19/0955_1980_11_00000029_F.png,10-19
10-19/0955_1980_12_00000030_F.png,0-9
10-19/0955_1980_12_00000031_F.png,10-19
10-19/0955_1980_13_00000032_F.png,10-19
10-19/0955_1980_13_00000033_F.png,10-19
10-19/0955_1980_14_00000034_F.png,10-19
10-19/0955_1980_15_00000035_F.png,10-19
10-19/0955_1980_15_00000036_F.png,10-19
10-19/0955_1980_16_00000037_F.png,10-19
10-19/0955_1980_17_00000038_F.png,10-19
10-19/0955_1980_18_00000039_F.png,10-19
10-19/0955_1980_19_00000001_D.png,10-19
10-19/0956_1986_11_00000033_F.png,10-19
10-19/0956_1986_11_00000034_F.png,10-19
10-19/0956_1986_12_00000035_F.png,10-19
10-19/0956_1986_12_00000036_F.png,10-19
10-19/0956_1986_13_00000037_F.png,0-9
10-19/0956_1986_14_00000038_F.png,10-19
10-19/0956_1986_14_00000039_F.png,0-9
10-19/0956_1986_15_00000001_D.png,20-25
10-19/0956_1986_15_00000002_D.png,20-25
10-19/0956_1986_15_00000040_F.png,10-19
10-19/0956_1986_16_00000041_F.png,10-19
10-19/0956_1986_17_00000042_F.png,10-19
10-19/0956_1986_18_00000003_D.png,10-19
10-19/0956_1986_19_00000043_F.png,10-19
10-19/0957_1985_11_00000048_F.png,10-19
10-19/0957_1985_12_00000049_F.png,0-9
10-19/0957_1985_13_00000050_F.png,50+
10-19/0957_1985_13_00000051_F.png,10-19
10-19/0957_1985_13_00000052_F.png,10-19
10-19/0957_1985_16_00000053_F.png,10-19
10-19/0957_1985_16_00000054_F.png,50+
10-19/0957_1985_17_00000056_F.png,20-25
10-19/0957_1985_17_00000058_F.png,10-19
10-19/0957_1985_17_00000059_F.png,10-19
10-19/0957_1985_17_00000060_F.png,20-25
10-19/0957_1985_17_00000061_F.png,10-19
10-19/0958_1982_10_00000013_F.png,0-9
10-19/0958_1982_10_00000014_F.png,0-9
10-19/0958_1982_11_00000015_F.png,0-9
10-19/0958_1982_12_00000016_F.png,0-9
10-19/0958_1982_13_00000017_F.png,0-9
10-19/0958_1982_14_00000018_F.png,0-9
10-19/0958_1982_15_00000019_F.png,10-19
10-19/0958_1982_15_00000020_F.png,10-19
10-19/0958_1982_16_00000021_F.png,10-19
10-19/0958_1982_16_00000022_F.png,10-19
10-19/0958_1982_17_00000023_F.png,10-19
10-19/0958_1982_17_00000024_F.png,10-19
10-19/0958_1982_18_00000025_F.png,10-19
10-19/0958_1982_19_00000026_F.png,10-19
10-19/0959_1963_17_00000031_F.png,10-19
10-19/0959_1963_18_00000032_F.png,10-19
10-19/0959_1963_18_00000033_F.png,10-19
10-19/0959_1963_19_00000034_F.png,20-25
10-19/0960_1978_13_00000022_F.png,10-19
10-19/0960_1978_13_00000023_F.png,10-19
10-19/0960_1978_14_00000024_F.png,10-19
10-19/0960_1978_14_00000025_F.png,10-19
10-19/0960_1978_15_00000026_F.png,10-19
10-19/0960_1978_16_00000027_F.png,10-19
10-19/0960_1978_17_00000028_F.png,0-9
10-19/0960_1978_18_00000029_F.png,10-19
10-19/0960_1978_18_00000030_F.png,10-19
10-19/0960_1978_19_00000031_F.png,10-19
10-19/0960_1978_19_00000032_F.png,10-19
10-19/0960_1978_19_00000033_F.png,10-19
10-19/0961_1978_10_00000017_F.png,0-9
10-19/0961_1978_12_00000018_F.png,10-19
10-19/0961_1978_13_00000019_F.png,10-19
10-19/0961_1978_13_00000020_F.png,10-19
10-19/0961_1978_14_00000021_F.png,10-19
10-19/0961_1978_15_00000022_F.png,10-19
10-19/0961_1978_16_00000023_F.png,10-19
10-19/0961_1978_16_00000024_F.png,10-19
10-19/0961_1978_17_00000025_F.png,10-19
10-19/0961_1978_18_00000026_F.png,20-25
10-19/0961_1978_18_00000027_F.png,10-19
10-19/0961_1978_19_00000028_F.png,10-19
10-19/0961_1978_19_00000029_F.png,10-19
10-19/0962_1977_10_00000019_F.png,10-19
10-19/0962_1977_11_00000020_F.png,10-19
10-19/0962_1977_11_00000021_F.png,10-19
10-19/0962_1977_12_00000022_F.png,0-9
10-19/0962_1977_12_00000023_F.png,10-19
10-19/0962_1977_13_00000024_F.png,10-19
10-19/0962_1977_13_00000025_F.png,10-19
10-19/0962_1977_13_00000026_F.png,10-19
10-19/0962_1977_13_00000027_F.png,10-19
10-19/0962_1977_13_00000028_F.png,10-19
10-19/0962_1977_14_00000029_F.png,10-19
10-19/0962_1977_15_00000030_F.png,10-19
10-19/0962_1977_15_00000031_F.png,20-25
10-19/0962_1977_17_00000032_F.png,20-25
10-19/0962_1977_18_00000033_F.png,10-19
10-19/0963_1979_10_00000029_F.png,10-19
10-19/0963_1979_10_00000030_F.png,10-19
10-19/0963_1979_11_00000031_F.png,10-19
10-19/0963_1979_11_00000032_F.png,10-19
10-19/0963_1979_12_00000033_F.png,10-19
10-19/0963_1979_13_00000034_F.png,10-19
10-19/0963_1979_15_00000035_F.png,10-19
10-19/0963_1979_18_00000036_F.png,10-19
10-19/0964_2002_12_00000001_D.png,10-19
10-19/0964_2002_13_00000044_F.png,10-19
10-19/0964_2002_15_00000002_D.png,10-19
10-19/0964_2002_16_00000003_D.png,10-19
10-19/0964_2002_16_00000004_D.png,10-19
10-19/0964_2002_17_00000005_D.png,20-25
10-19/0964_2002_17_00000006_D.png,20-25
10-19/0964_2002_17_00000007_D.png,20-25
10-19/0964_2002_18_00000008_D.png,20-25
10-19/0964_2002_18_00000009_D.png,10-19
10-19/0964_2002_18_00000010_D.png,30-35
10-19/0964_2002_18_00000011_D.png,40-49
10-19/0964_2002_18_00000012_D.png,20-25
10-19/0964_2002_18_00000013_D.png,10-19
10-19/0964_2002_19_00000014_D.png,20-25
10-19/0964_2002_19_00000015_D.png,20-25
10-19/0964_2002_19_00000016_D.png,20-25
10-19/0964_2002_19_00000017_D.png,10-19
10-19/0964_2002_19_00000018_D.png,20-25
10-19/0964_2002_19_00000019_D.png,20-25
10-19/0964_2002_19_00000020_D.png,10-19
10-19/0964_2002_19_00000021_D.png,20-25
10-19/0964_2002_19_00000022_D.png,20-25
10-19/0965_1996_10_00000028_F.png,10-19
10-19/0965_1996_10_00000029_F.png,10-19
10-19/0965_1996_11_00000030_F.png,10-19
10-19/0965_1996_11_00000031_F.png,10-19
10-19/0965_1996_12_00000032_F.png,0-9
10-19/0965_1996_13_00000033_F.png,0-9
10-19/0965_1996_13_00000034_F.png,10-19
10-19/0965_1996_14_00000001_D.png,10-19
10-19/0965_1996_15_00000002_D.png,20-25
10-19/0965_1996_16_00000003_D.png,20-25
10-19/0965_1996_17_00000004_D.png,10-19
10-19/0965_1996_17_00000005_D.png,10-19
10-19/0965_1996_18_00000006_D.png,30-35
10-19/0965_1996_18_00000007_D.png,20-25
10-19/0965_1996_18_00000008_D.png,20-25
10-19/0965_1996_18_00000009_D.png,20-25
10-19/0965_1996_19_00000010_D.png,10-19
10-19/0965_1996_19_00000011_D.png,20-25
10-19/0965_1996_19_00000012_D.png,20-25
10-19/0966_1990_15_00000031_F.png,10-19
10-19/0966_1990_15_00000032_F.png,50+
10-19/0966_1990_16_00000033_F.png,10-19
10-19/0966_1990_16_00000034_F.png,10-19
10-19/0966_1990_16_00000035_F.png,10-19
10-19/0966_1990_16_00000036_F.png,20-25
10-19/0966_1990_17_00000037_F.png,40-49
10-19/0967_1977_10_00000020_F.png,10-19
10-19/0967_1977_10_00000021_F.png,10-19
10-19/0967_1977_11_00000022_F.png,20-25
10-19/0967_1977_13_00000023_F.png,10-19
10-19/0967_1977_13_00000024_F.png,10-19
10-19/0967_1977_14_00000025_F.png,10-19
10-19/0967_1977_15_00000026_F.png,10-19
10-19/0967_1977_16_00000027_F.png,10-19
10-19/0967_1977_19_00000028_F.png,10-19
10-19/0967_1977_19_00000029_F.png,10-19
10-19/0968_1978_14_00000018_F.png,10-19
10-19/0968_1978_15_00000019_F.png,10-19
10-19/0968_1978_17_00000020_F.png,10-19
10-19/0968_1978_19_00000021_F.png,20-25
10-19/0969_1980_13_00000020_F.png,10-19
10-19/0969_1980_14_00000021_F.png,10-19
10-19/0969_1980_15_00000022_F.png,10-19
10-19/0969_1980_16_00000023_F.png,10-19
10-19/0969_1980_17_00000024_F.png,10-19
10-19/0969_1980_17_00000025_F.png,20-25
10-19/0969_1980_18_00000026_F.png,20-25
10-19/0969_1980_19_00000027_F.png,10-19
10-19/0970_1947_13_00000006_F.png,10-19
10-19/0970_1947_14_00000007_F.png,10-19
10-19/0970_1947_16_00000008_F.png,10-19
10-19/0970_1947_18_00000009_F.png,10-19
10-19/0970_1947_19_00000010_F.png,10-19
10-19/0971_1991_10_00000033_F.png,10-19
10-19/0971_1991_11_00000034_F.png,10-19
10-19/0971_1991_12_00000035_F.png,10-19
10-19/0971_1991_13_00000036_F.png,10-19
10-19/0971_1991_13_00000037_F.png,10-19
10-19/0971_1991_13_00000038_F.png,10-19
10-19/0971_1991_16_00000039_F.png,10-19
10-19/0971_1991_17_00000040_F.png,10-19
10-19/0971_1991_19_00000041_F.png,10-19
10-19/0972_1999_10_00000035_F.png,10-19
10-19/0972_1999_12_00000036_F.png,10-19
10-19/0972_1999_13_00000001_D.png,10-19
10-19/0972_1999_13_00000037_F.png,10-19
10-19/0972_1999_14_00000002_D.png,10-19
10-19/0972_1999_14_00000003_D.png,10-19
10-19/0972_1999_14_00000038_F.png,10-19
10-19/0972_1999_15_00000004_D.png,10-19
10-19/0972_1999_16_00000005_D.png,10-19
10-19/0972_1999_16_00000006_D.png,10-19
10-19/0972_1999_16_00000007_D.png,10-19
10-19/0972_1999_17_00000008_D.png,10-19
10-19/0972_1999_17_00000009_D.png,10-19
10-19/0972_1999_17_00000010_D.png,10-19
10-19/0972_1999_18_00000011_D.png,10-19
10-19/0972_1999_18_00000012_D.png,10-19
10-19/0972_1999_18_00000013_D.png,10-19
10-19/0972_1999_19_00000014_D.png,10-19
10-19/0972_1999_19_00000015_D.png,10-19
10-19/0972_1999_19_00000016_D.png,10-19
10-19/0973_1982_11_00000030_F.png,10-19
10-19/0973_1982_12_00000031_F.png,10-19
10-19/0973_1982_12_00000032_F.png,0-9
10-19/0973_1982_12_00000033_F.png,0-9
10-19/0973_1982_13_00000034_F.png,10-19
10-19/0973_1982_14_00000035_F.png,10-19
10-19/0973_1982_16_00000036_F.png,10-19
10-19/0973_1982_16_00000037_F.png,10-19
10-19/0973_1982_17_00000038_F.png,10-19
10-19/0973_1982_18_00000039_F.png,10-19
10-19/0973_1982_19_00000040_F.png,40-49
10-19/0973_1982_19_00000041_F.png,20-25
10-19/0974_1982_10_00000026_F.png,10-19
10-19/0974_1982_11_00000027_F.png,10-19
10-19/0974_1982_11_00000028_F.png,0-9
10-19/0974_1982_12_00000029_F.png,0-9
